	city	lat	long	color
371	ulft	51.8946697	6.37279317196226	rgb(217,239,139)
372	veldhoven	51.40770635	5.392731058176402	rgb(215,48,39)
373	winsum	53.3339204	6.51570653553393	rgb(215,48,39)
374	terwispel	53.0299649	6.03582070993755	rgb(166,217,106)
375	nuis	53.15319445	6.299342178900878	rgb(215,48,39)
376	oppenhuizen	53.00569685	5.690779410545759	rgb(217,239,139)
377	zevenhuizen gr	53.3850427	6.6918451	rgb(220,220,220)
378	elim	52.68399720000001	6.571898675272349	rgb(217,239,139)
379	lennisheuvel	51.57206	5.3155199999999985	rgb(166,217,106)
380	nunspeet	52.37852	5.78078	rgb(215,48,39)
381	lemmer	52.84053625	5.67379440072804	rgb(253,174,97)
382	den hoorn zh	52.00336015	4.32546827259615	rgb(253,174,97)
383	bovensmilde	52.97955445	6.45605967750826	rgb(215,48,39)
384	doesburg	52.0187505	6.151558274308551	rgb(215,48,39)
385	ijlst	53.00982755	5.630384580031412	rgb(220,220,220)
386	balk	52.90290865	5.59062121786419	rgb(217,239,139)
387	ridderkerk	51.87099129999999	4.5926478974853495	rgb(215,48,39)
388	amterdam			rgb(220,220,220)
389	oss	51.7649771	5.51138220829049	rgb(215,48,39)
390	leerdam	51.90401445	5.0895623937984515	rgb(18,106,56)
391	meteren	51.86320285	5.28733152915965	rgb(166,217,106)
392	krimpen ad ijssel			rgb(166,217,106)
393	bilthoven	52.14995205	5.210902620510232	rgb(254,224,139)
394	zaandijk	52.474834400000006	4.80019738780935	rgb(215,48,39)
395	oenkerk	53.2519243	5.8986090949845815	rgb(217,239,139)
396	rijsenhout	52.26018855	4.70710359425695	rgb(253,174,97)
397	badhoevedotp			rgb(166,217,106)
398	voorschoten	52.12572195	4.44101686458321	rgb(217,239,139)
399	gasselternijveen	52.99322775	6.84078203889982	rgb(217,239,139)
400	slagharen	52.6336078	6.56718211338153	rgb(254,224,139)
401	lattrop	52.4267971	6.9763901	rgb(217,239,139)
402	maartensdijk	52.1595055	5.17713674512195	rgb(254,224,139)
